season_year,team_league_id,team_league_name,team_id,team_name,player_id,player_name,g,gs,pa,ab,r,h,h1b,h2b,h3b,hr,tb,rbi,bb,hbp,ibb,sh,sf,so,gidp,sb,cs,e,pb
2023,1,セ・リーグ,2,ヤクルト,12113,石川　雅規,13,12,16,12,0,3,3,0,0,0,3,0,0,0,0,4,0,3,0,0,0,1,0
2023,1,セ・リーグ,2,ヤクルト,400021,青木　宣親,96,56,264,217,25,55,44,8,0,3,72,19,39,4,0,0,4,28,11,2,0,0,0
2023,1,セ・リーグ,2,ヤクルト,600011,川端　慎吾,80,8,105,94,4,30,25,3,0,2,39,16,9,1,5,1,0,10,4,0,0,1,0
2023,1,セ・リーグ,2,ヤクルト,900044,中村　悠平,106,94,376,310,24,70,52,14,0,4,96,33,33,8,0,21,4,59,6,0,1,0,4
2023,1,セ・リーグ,2,ヤクルト,900417,荒木　貴裕,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2023,1,セ・リーグ,2,ヤクルト,1000109,三ツ俣　大樹,18,3,21,14,2,2,2,0,0,0,2,2,2,0,0,5,0,8,0,0,0,0,0
2023,1,セ・リーグ,2,ヤクルト,1000132,山田　哲人,105,100,422,376,43,87,49,21,3,14,156,40,39,3,0,0,4,102,8,4,0,6,0
2023,1,セ・リーグ,2,ヤクルト,1000134,西田　明央,8,0,8,8,1,1,1,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0
2023,1,セ・リーグ,2,ヤクルト,1200075,石山　泰稚,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
2023,1,セ・リーグ,2,ヤクルト,1200076,小川　泰弘,23,23,49,37,1,4,2,2,0,0,6,5,1,0,0,11,0,23,0,0,0,1,0
2023,1,セ・リーグ,2,ヤクルト,1300029,田口　麗斗,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,1,セ・リーグ,2,ヤクルト,1300030,奥村　展征,3,0,5,4,2,2,1,1,0,0,3,1,0,0,0,0,1,2,0,0,0,0,0
2023,1,セ・リーグ,2,ヤクルト,1300045,高梨　裕稔,15,5,12,11,0,1,1,0,0,0,1,0,0,0,0,1,0,8,0,0,0,0,0
2023,1,セ・リーグ,2,ヤクルト,1300092,今野　龍太,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,1,セ・リーグ,2,ヤクルト,1300095,西浦　直亨,6,2,12,12,1,2,2,0,0,0,2,1,0,0,0,0,0,5,0,0,0,1,0
2023,1,セ・リーグ,2,ヤクルト,1400124,太田　賢吾,20,8,42,41,1,8,8,0,0,0,8,1,1,0,0,0,0,11,1,0,0,0,0
2023,1,セ・リーグ,2,ヤクルト,1500042,高橋　奎二,20,20,29,23,0,1,1,0,0,0,1,0,0,0,0,6,0,8,0,0,0,1,0
2023,1,セ・リーグ,2,ヤクルト,1500044,山崎　晃大朗,64,30,153,137,17,33,31,2,0,0,35,3,10,0,0,6,0,33,2,9,1,1,0
2023,1,セ・リーグ,2,ヤクルト,1500119,成田　翔,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,1,セ・リーグ,2,ヤクルト,1500139,小澤　怜史,29,14,25,21,1,3,1,2,0,0,5,1,1,0,0,3,0,10,0,0,0,0,0
2023,1,セ・リーグ,2,ヤクルト,1600075,星　知弥,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,1,セ・リーグ,2,ヤクルト,1600076,梅野　雄吾,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,1,セ・リーグ,2,ヤクルト,1600078,古賀　優大,38,23,80,68,10,20,18,1,0,1,24,2,8,1,1,3,0,6,2,0,0,2,3
2023,1,セ・リーグ,2,ヤクルト,1600086,尾仲　祐哉,11,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,1,セ・リーグ,2,ヤクルト,1600169,長谷川　宙輝,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,1,セ・リーグ,2,ヤクルト,1650165,北村　恵吾,12,4,23,21,4,4,3,0,0,1,7,7,0,0,0,0,2,5,1,0,0,0,0
2023,1,セ・リーグ,2,ヤクルト,1650522,丸山　和郁,67,21,106,97,13,20,15,5,0,0,25,7,6,0,0,3,0,27,1,7,3,1,0
2023,1,セ・リーグ,2,ヤクルト,1700060,阪口　皓亮,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2023,1,セ・リーグ,2,ヤクルト,1700084,村上　宗隆,140,139,597,496,76,127,68,28,0,31,248,84,90,7,4,0,4,168,6,5,3,22,0
2023,1,セ・リーグ,2,ヤクルト,1700087,塩見　泰隆,51,46,209,186,33,56,37,9,2,8,93,31,19,3,1,0,1,40,3,1,2,1,0
2023,1,セ・リーグ,2,ヤクルト,1700088,金久保　優斗,1,1,2,2,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
2023,1,セ・リーグ,2,ヤクルト,1700089,宮本　丈,65,18,123,90,11,20,15,5,0,0,25,7,17,5,0,9,2,18,4,1,0,1,0
2023,1,セ・リーグ,2,ヤクルト,1700090,松本　直樹,3,2,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2023,1,セ・リーグ,2,ヤクルト,1700094,山本　大貴,42,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,1,セ・リーグ,2,ヤクルト,1750800,澤井　廉,16,8,37,32,3,5,4,0,1,0,7,1,0,5,0,0,0,11,0,0,0,0,0
2023,1,セ・リーグ,2,ヤクルト,1760587,ピーターズ,18,18,34,30,1,0,0,0,0,0,0,0,3,0,0,1,0,21,0,0,0,0,0
2023,1,セ・リーグ,2,ヤクルト,1800033,清水　昇,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2023,1,セ・リーグ,2,ヤクルト,1800035,市川　悠太,4,3,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0
2023,1,セ・リーグ,2,ヤクルト,1800036,濱田　太貴,103,55,276,252,30,59,37,17,0,5,91,22,19,1,0,4,0,60,6,4,1,0,0
2023,1,セ・リーグ,2,ヤクルト,1800039,久保　拓眞,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,1,セ・リーグ,2,ヤクルト,1900027,大西　広樹,46,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,1,セ・リーグ,2,ヤクルト,1900028,長岡　秀樹,135,125,488,445,43,101,78,19,1,3,131,35,29,5,5,7,2,57,11,4,2,8,0
2023,1,セ・リーグ,2,ヤクルト,1900029,武岡　龍世,84,40,178,160,18,35,29,3,2,1,45,8,8,0,1,9,1,47,4,3,1,3,0
2023,1,セ・リーグ,2,ヤクルト,2000024,木澤　尚文,56,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2023,1,セ・リーグ,2,ヤクルト,2000025,山野　太一,5,5,10,10,0,1,1,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0
2023,1,セ・リーグ,2,ヤクルト,2000026,内山　壮真,94,54,269,240,20,55,36,12,1,6,87,27,19,2,0,7,1,37,7,3,0,0,0
2023,1,セ・リーグ,2,ヤクルト,2000027,元山　飛優,22,11,42,39,1,7,6,1,0,0,8,3,0,0,0,2,1,13,1,0,0,0,0
2023,1,セ・リーグ,2,ヤクルト,2000028,並木　秀尊,82,37,174,161,37,39,34,3,1,1,47,7,8,1,0,4,0,33,2,15,2,2,0
2023,1,セ・リーグ,2,ヤクルト,2000031,赤羽　由紘,29,4,27,23,5,4,3,0,0,1,7,3,1,1,0,1,1,12,0,0,0,0,0
2023,1,セ・リーグ,2,ヤクルト,2000033,丸山　翔大,22,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2023,1,セ・リーグ,2,ヤクルト,2000133,オスナ,134,134,543,501,49,127,81,23,0,23,219,71,39,1,5,0,2,79,13,2,4,5,0
2023,1,セ・リーグ,2,ヤクルト,2000135,サンタナ,136,131,516,467,52,140,90,32,0,18,226,66,44,2,1,0,3,114,17,2,0,2,0
2023,1,セ・リーグ,2,ヤクルト,2000139,サイスニード,23,23,41,36,4,4,2,1,0,1,8,4,2,0,0,3,0,14,1,0,0,3,0
2023,1,セ・リーグ,2,ヤクルト,2101118,エスピナル,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,1,セ・リーグ,2,ヤクルト,2102997,西村　瑠伊斗,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2023,1,セ・リーグ,2,ヤクルト,2103794,吉村　貢司郎,12,11,19,16,1,1,1,0,0,0,1,1,0,0,0,2,1,8,0,0,0,0,0
2023,1,セ・リーグ,2,ヤクルト,2108113,ロドリゲス,7,6,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0
2023,1,セ・リーグ,3,DeNA,500051,藤田　一也,23,0,24,21,0,6,5,1,0,0,7,0,2,0,0,1,0,5,0,0,0,0,0
2023,1,セ・リーグ,3,DeNA,600003,大和,88,48,230,213,12,50,46,4,0,0,54,18,14,0,1,3,0,23,7,1,0,2,0
2023,1,セ・リーグ,3,DeNA,800022,田中　健二朗,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,1,セ・リーグ,3,DeNA,800075,伊藤　光,61,48,176,160,11,36,27,8,0,1,47,8,9,2,1,4,1,41,2,0,0,0,4
2023,1,セ・リーグ,3,DeNA,900011,大田　泰示,75,37,186,175,18,38,22,12,0,4,62,15,9,2,0,0,0,49,2,0,0,1,0
2023,1,セ・リーグ,3,DeNA,1000084,宮國　椋丞,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2023,1,セ・リーグ,3,DeNA,1100061,桑原　将志,132,109,479,429,48,108,74,23,4,7,160,35,23,10,0,11,6,54,11,3,8,3,0
2023,1,セ・リーグ,3,DeNA,1200049,三嶋　一輝,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,1,セ・リーグ,3,DeNA,1200053,宮﨑　敏郎,124,108,461,408,47,133,86,27,0,20,220,71,41,8,6,0,4,43,14,1,0,9,0
2023,1,セ・リーグ,3,DeNA,1300031,平良　拳太郎,11,11,18,17,1,2,2,0,0,0,2,0,0,0,0,1,0,3,0,0,0,0,0
2023,1,セ・リーグ,3,DeNA,1300038,関根　大気,140,119,532,482,69,126,102,17,3,4,161,31,29,4,1,16,1,53,5,11,3,2,0
2023,1,セ・リーグ,3,DeNA,1300095,西浦　直亨,13,1,9,9,2,1,1,0,0,0,1,1,0,0,0,0,0,4,0,0,0,0,0
2023,1,セ・リーグ,3,DeNA,1400109,山﨑　康晃,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,1,セ・リーグ,3,DeNA,1400110,石田　健大,23,23,34,26,0,2,2,0,0,0,2,2,1,1,0,6,0,8,0,0,0,1,0
2023,1,セ・リーグ,3,DeNA,1460045,バウアー,19,19,45,39,2,1,1,0,0,0,1,0,1,0,0,5,0,18,1,0,0,2,0
2023,1,セ・リーグ,3,DeNA,1500061,今永　昇太,22,22,45,38,2,10,7,2,1,0,14,3,0,0,0,7,0,10,0,0,0,0,0
2023,1,セ・リーグ,3,DeNA,1500063,柴田　竜拓,86,11,66,49,7,7,5,1,1,0,10,2,9,2,0,6,0,9,0,0,1,2,0
2023,1,セ・リーグ,3,DeNA,1500064,戸柱　恭孝,70,43,181,165,11,40,26,8,1,5,65,19,13,0,1,2,1,30,6,0,0,1,3
2023,1,セ・リーグ,3,DeNA,1561880,ウェンデルケン,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2023,1,セ・リーグ,3,DeNA,1600081,濵口　遥大,14,13,21,18,3,5,4,1,0,0,6,0,0,0,0,3,0,3,0,0,0,2,0
2023,1,セ・リーグ,3,DeNA,1600089,佐野　恵太,141,141,613,560,67,148,107,26,2,13,217,65,46,4,4,0,3,77,9,0,2,5,0
2023,1,セ・リーグ,3,DeNA,1600096,森原　康平,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,1,セ・リーグ,3,DeNA,1600107,京田　陽太,93,74,287,251,31,57,52,4,0,1,64,9,25,2,1,9,0,33,6,3,2,6,0
2023,1,セ・リーグ,3,DeNA,1600109,笠原　祥太郎,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2023,1,セ・リーグ,3,DeNA,1660377,ガゼルマン,13,13,19,13,2,2,0,2,0,0,4,1,4,0,0,2,0,3,0,0,0,0,0
2023,1,セ・リーグ,3,DeNA,1700006,エスコバー,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,1,セ・リーグ,3,DeNA,1700020,ソト,109,100,399,354,31,83,47,22,0,14,147,50,39,4,2,0,2,99,11,0,2,3,0
2023,1,セ・リーグ,3,DeNA,1700037,西巻　賢二,7,0,4,3,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0
2023,1,セ・リーグ,3,DeNA,1700058,東　克樹,24,24,56,47,1,6,5,1,0,0,7,5,2,0,0,7,0,17,2,0,0,0,0
2023,1,セ・リーグ,3,DeNA,1700059,神里　和毅,64,6,53,49,11,8,6,1,1,0,11,3,3,1,0,0,0,16,0,0,1,0,0
2023,1,セ・リーグ,3,DeNA,1700065,楠本　泰史,94,27,176,157,14,30,19,9,0,2,45,21,11,3,0,2,3,35,2,0,0,0,0
2023,1,セ・リーグ,3,DeNA,1700066,山本　祐大,71,52,200,173,18,48,37,7,1,3,66,16,18,1,1,7,1,26,3,0,0,4,1
2023,1,セ・リーグ,3,DeNA,1700067,中川　虎大,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,1,セ・リーグ,3,DeNA,1750471,三浦　銀二,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,1,セ・リーグ,3,DeNA,1800043,上茶谷　大河,46,1,6,5,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,2,0
2023,1,セ・リーグ,3,DeNA,1800045,大貫　晋一,13,13,25,22,0,3,3,0,0,0,3,0,1,0,0,2,0,8,1,0,0,2,0
2023,1,セ・リーグ,3,DeNA,1800047,益子　京右,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,1,セ・リーグ,3,DeNA,1800048,知野　直人,39,9,39,30,9,5,2,1,0,2,12,5,7,1,1,1,0,9,0,2,1,1,0
2023,1,セ・リーグ,3,DeNA,1800049,宮城　滝太,11,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2023,1,セ・リーグ,3,DeNA,1850208,林　琢真,65,38,154,141,12,29,24,5,0,0,34,11,6,0,0,5,2,29,2,7,3,7,0
2023,1,セ・リーグ,3,DeNA,1900030,森　敬斗,9,4,14,12,0,2,2,0,0,0,2,1,1,0,0,1,0,1,0,1,0,2,0
2023,1,セ・リーグ,3,DeNA,1900031,坂本　裕哉,13,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2023,1,セ・リーグ,3,DeNA,1900032,伊勢　大夢,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,1,セ・リーグ,3,DeNA,1900035,蝦名　達夫,42,8,51,43,6,6,5,1,0,0,7,0,1,4,0,3,0,12,0,1,0,1,0
2023,1,セ・リーグ,3,DeNA,1900126,オースティン,22,11,54,47,5,13,7,6,0,0,19,6,6,0,0,0,1,13,0,0,0,0,0
2023,1,セ・リーグ,3,DeNA,1961169,アンバギー,4,2,8,8,0,1,1,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0
2023,1,セ・リーグ,3,DeNA,2000034,入江　大生,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,1,セ・リーグ,3,DeNA,2000035,牧　秀悟,143,143,605,559,78,164,93,39,3,29,296,103,33,7,3,0,6,85,17,2,2,9,0
2023,1,セ・リーグ,3,DeNA,2000040,石川　達也,28,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2023,1,セ・リーグ,3,DeNA,2103703,梶原　昂希,21,14,54,53,1,12,9,2,1,0,16,2,1,0,0,0,0,18,1,1,1,0,0
2023,1,セ・リーグ,4,中日,500014,涌井　秀章,21,21,31,28,1,2,2,0,0,0,2,1,1,0,0,2,0,15,0,0,0,0,0
2023,1,セ・リーグ,4,中日,700034,堂上　直倫,12,1,10,9,0,2,1,1,0,0,3,0,1,0,0,0,0,1,1,0,0,0,0
2023,1,セ・リーグ,4,中日,700035,福田　永将,19,3,26,20,3,3,2,0,0,1,6,1,5,1,2,0,0,4,0,0,0,0,0
2023,1,セ・リーグ,4,中日,900065,大野　奨太,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,1,セ・リーグ,4,中日,900071,谷元　圭介,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,1,セ・リーグ,4,中日,900410,大島　洋平,130,112,494,470,34,136,117,17,2,0,157,23,15,5,1,1,3,43,7,6,1,2,0
2023,1,セ・リーグ,4,中日,1000108,後藤　駿太,52,2,51,44,3,8,5,3,0,0,11,6,5,0,0,1,1,18,0,0,0,1,0
2023,1,セ・リーグ,4,中日,1000138,大野　雄大,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2023,1,セ・リーグ,4,中日,1100069,高橋　周平,86,35,172,158,1,34,28,6,0,0,40,14,11,1,1,2,0,41,5,1,0,3,0
2023,1,セ・リーグ,4,中日,1100071,田島　慎二,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,1,セ・リーグ,4,中日,1200055,福谷　浩司,14,11,15,14,0,2,2,0,0,0,2,1,0,1,0,0,0,2,0,0,0,1,0
2023,1,セ・リーグ,4,中日,1200059,溝脇　隼人,59,3,45,40,5,7,5,2,0,0,9,3,2,1,0,2,0,12,0,1,0,2,0
2023,1,セ・リーグ,4,中日,1200097,加藤　翔平,59,1,45,40,6,9,9,0,0,0,9,4,2,1,0,2,0,8,0,2,2,1,0
2023,1,セ・リーグ,4,中日,1200098,松葉　貴大,11,11,15,13,0,0,0,0,0,0,0,1,0,0,0,2,0,9,0,0,0,0,0
2023,1,セ・リーグ,4,中日,1300040,砂田　毅樹,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,1,セ・リーグ,4,中日,1300066,祖父江　大輔,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,1,セ・リーグ,4,中日,1400160,加藤　匠馬,10,2,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
2023,1,セ・リーグ,4,中日,1400199,齋藤　綱記,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,1,セ・リーグ,4,中日,1500049,宇佐見　真吾,69,54,226,206,12,58,49,6,0,3,73,14,17,1,1,2,0,47,4,0,0,3,3
2023,1,セ・リーグ,4,中日,1500074,小笠原　慎之介,25,25,52,47,1,5,4,1,0,0,6,2,1,1,0,3,0,28,0,0,0,1,0
2023,1,セ・リーグ,4,中日,1500076,木下　拓哉,89,83,315,278,19,66,46,15,0,5,96,26,30,1,2,5,1,55,4,0,0,1,1
2023,1,セ・リーグ,4,中日,1500077,福　敬登,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,1,セ・リーグ,4,中日,1500100,川越　誠司,18,7,36,33,3,7,6,1,0,0,8,1,3,0,0,0,0,8,1,0,0,0,0
2023,1,セ・リーグ,4,中日,1560639,カリステ,47,40,172,163,13,38,25,8,0,5,61,13,7,0,0,2,0,36,7,0,2,3,0
2023,1,セ・リーグ,4,中日,1600021,ビシエド,91,83,347,315,20,77,62,9,0,6,104,23,27,4,1,0,1,41,8,0,0,4,0
2023,1,セ・リーグ,4,中日,1600085,細川　成也,140,137,576,518,62,131,76,30,1,24,235,78,49,8,3,0,1,161,17,0,0,4,0
2023,1,セ・リーグ,4,中日,1600106,柳　裕也,24,24,46,38,1,9,7,2,0,0,11,1,2,0,0,6,0,8,0,0,0,1,0
2023,1,セ・リーグ,4,中日,1600108,石垣　雅海,22,4,26,23,1,2,2,0,0,0,2,0,2,0,0,1,0,6,0,0,0,0,0
2023,1,セ・リーグ,4,中日,1600110,藤嶋　健人,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,1,セ・リーグ,4,中日,1660045,フェリス,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,1,セ・リーグ,4,中日,1660558,メヒア,8,8,17,15,0,1,0,1,0,0,2,1,0,0,0,2,0,6,0,0,0,0,0
2023,1,セ・リーグ,4,中日,1700010,マルティネス,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,1,セ・リーグ,4,中日,1700101,鈴木　博志,9,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
2023,1,セ・リーグ,4,中日,1700103,髙松　渡,23,0,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0
2023,1,セ・リーグ,4,中日,1700104,清水　達也,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,1,セ・リーグ,4,中日,1700105,伊藤　康祐,34,1,22,20,2,3,3,0,0,0,3,0,0,0,0,2,0,3,1,1,1,0,0
2023,1,セ・リーグ,4,中日,1700106,山本　拓実,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2023,1,セ・リーグ,4,中日,1700152,アルモンテ,28,11,54,53,3,10,8,1,0,1,14,2,1,0,0,0,0,18,2,0,0,1,0
2023,1,セ・リーグ,4,中日,1750223,村松　開人,98,75,304,275,20,57,51,4,1,1,66,20,15,2,0,10,2,49,2,1,2,10,0
2023,1,セ・リーグ,4,中日,1800059,根尾　昂,2,2,5,5,0,1,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0
2023,1,セ・リーグ,4,中日,1800060,梅津　晃大,3,3,5,5,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0
2023,1,セ・リーグ,4,中日,1800061,勝野　昌慶,50,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,1,セ・リーグ,4,中日,1800062,石橋　康太,39,18,77,70,7,18,10,6,0,2,30,9,1,0,0,6,0,7,0,0,0,1,2
2023,1,セ・リーグ,4,中日,1900037,石川　昂弥,121,115,464,434,32,105,65,27,0,13,171,45,22,4,2,0,4,69,10,0,0,15,0
2023,1,セ・リーグ,4,中日,1900038,橋本　侑樹,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,1,セ・リーグ,4,中日,1900039,岡野　祐一郎,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2023,1,セ・リーグ,4,中日,1900040,郡司　裕也,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,1,セ・リーグ,4,中日,1900041,岡林　勇希,143,143,633,584,61,163,129,21,10,3,213,31,39,0,1,9,1,89,11,12,8,6,0
2023,1,セ・リーグ,4,中日,1961068,アキーノ,20,16,68,65,2,10,5,4,0,1,17,6,2,0,0,0,1,32,0,0,1,3,0
2023,1,セ・リーグ,4,中日,2000042,髙橋　宏斗,25,25,46,37,1,6,6,0,0,0,6,2,2,0,0,7,0,16,0,0,0,1,0
2023,1,セ・リーグ,4,中日,2000044,龍空,114,96,304,273,16,51,45,3,2,1,61,18,15,2,2,12,2,59,5,2,1,8,0
2023,1,セ・リーグ,4,中日,2000045,福島　章太,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,1,セ・リーグ,4,中日,2000047,三好　大倫,30,1,17,13,6,2,1,1,0,0,3,0,1,2,0,1,0,4,0,3,2,0,0
2023,1,セ・リーグ,4,中日,2000048,近藤　廉,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,1,セ・リーグ,4,中日,2000049,上田　洸太朗,13,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2023,1,セ・リーグ,4,中日,2103633,味谷　大誠,6,1,7,7,2,2,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1
2023,1,セ・リーグ,4,中日,2103780,福永　裕基,97,79,325,291,30,70,51,16,1,2,94,15,20,2,2,7,5,62,9,2,2,4,0
2023,1,セ・リーグ,4,中日,2103840,ブライト　健太,33,11,68,58,6,14,12,0,2,0,18,4,6,1,0,3,0,20,0,2,0,0,0
2023,1,セ・リーグ,4,中日,2103845,鵜飼　航丞,41,18,94,91,7,13,9,1,0,3,23,5,2,1,0,0,0,31,1,1,1,0,0
2023,1,セ・リーグ,4,中日,2103947,樋口　正修,7,1,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2023,1,セ・リーグ,4,中日,2104399,山浅　龍之介,7,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,1,セ・リーグ,4,中日,2107860,仲地　礼亜,9,9,15,14,0,0,0,0,0,0,0,0,0,0,0,1,0,9,1,0,0,0,0
2023,1,セ・リーグ,4,中日,2107869,松山　晋也,36,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2023,1,セ・リーグ,5,阪神,900062,西　勇輝,18,18,33,28,1,1,0,1,0,0,2,0,0,0,0,5,0,12,1,0,0,1,0
2023,1,セ・リーグ,5,阪神,900425,秋山　拓巳,2,2,4,3,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0
2023,1,セ・リーグ,5,阪神,900426,原口　文仁,54,0,56,52,2,10,7,1,0,2,17,8,3,1,0,0,0,18,2,0,0,0,0
2023,1,セ・リーグ,5,阪神,1000164,島本　浩也,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,1,セ・リーグ,5,阪神,1300042,渡邉　諒,59,10,85,79,8,14,8,4,0,2,24,10,5,0,1,0,1,18,5,0,0,3,0
2023,1,セ・リーグ,5,阪神,1300070,岩貞　祐太,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2023,1,セ・リーグ,5,阪神,1300073,梅野　隆太郎,72,63,251,217,17,42,37,4,0,1,49,19,28,2,0,1,3,56,6,3,1,2,1
2023,1,セ・リーグ,5,阪神,1300075,岩崎　優,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
2023,1,セ・リーグ,5,阪神,1300076,加治屋　蓮,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
